[1,3,27,28,37,41,5]
[12,15,19,22,33,34,3]
[7,13,16,34,36,37,8]
[9,11,18,29,34,37,1]
[2,7,17,26,27,31,0]
[2,16,21,29,30,38,1]
[1,3,7,13,14,35,1]
[9,15,21,22,36,39,7]
[12,14,19,20,30,39,0]
[7,10,14,19,22,23,8]
[3,12,13,17,25,33,9]
[7,8,13,28,29,40,0]
[5,6,11,14,17,34,0]
[2,7,8,14,26,34,7]
[2,6,13,25,35,39,3]
[18,22,25,29,33,37,8]
[2,7,8,21,28,29,0]
[14,24,27,30,36,40,3]
[12,18,20,27,28,42,8]
[4,11,12,22,31,38,8]
[11,13,18,21,39,40,6]
[8,12,13,19,23,41,5]
[2,5,16,18,23,24,0]
[5,12,15,27,35,42,5]
[28,30,31,36,40,42,2]
[3,7,23,24,26,27,0]
[13,20,21,28,40,41,4]
[3,4,13,14,31,33,9]
[2,10,11,16,33,42,2]
[21,23,24,28,31,34,0]
[4,9,13,18,26,35,5]
[1,7,12,19,35,39,5]
[3,7,14,16,34,37,0]
[2,4,6,26,33,36,3]
[2,3,7,10,13,20,2]
[6,11,13,21,35,39,2]
[4,10,22,29,35,41,1]
[5,6,16,32,36,42,0]
[5,9,10,21,26,36,2]
[6,7,8,24,35,36,4]
[1,6,10,16,17,28,4]
[4,8,11,31,34,39,7]
[3,6,10,16,24,39,9]
[5,15,21,30,37,38,1]
[1,24,25,27,31,34,6]
[6,11,13,21,35,39,2]
[4,10,22,29,35,41,1]
[5,6,16,32,36,42,0]
[5,9,10,21,26,36,2]
[6,7,8,24,35,36,4]
[1,6,10,16,17,28,4]
[4,8,11,31,34,39,7]
[3,6,10,16,24,39,9]
[5,15,21,30,37,38,1]
[1,24,25,27,31,34,6]
[6,11,13,21,35,39,2]
[4,10,22,29,35,41,1]
[5,6,16,32,36,42,0]
[5,9,10,21,26,36,2]
[6,7,8,24,35,36,4]
[1,6,10,16,17,28,4]
[4,8,11,31,34,39,7]
[3,6,10,16,24,39,9]
[5,15,21,30,37,38,1]
[1,24,25,27,31,34,6]
[6,11,13,21,35,39,2]
[4,10,22,29,35,41,1]
[5,6,16,32,36,42,0]
[5,9,10,21,26,36,2]
[6,7,8,24,35,36,4]
[1,6,10,16,17,28,4]
[4,8,11,31,34,39,7]
[3,6,10,16,24,39,9]
[5,15,21,30,37,38,1]
[1,24,25,27,31,34,6]
[6,11,13,21,35,39,2]
[4,10,22,29,35,41,1]
[5,6,16,32,36,42,0]
[5,9,10,21,26,36,2]
[6,7,8,24,35,36,4]
[1,6,10,16,17,28,4]
[4,8,11,31,34,39,7]
[3,6,10,16,24,39,9]
[5,15,21,30,37,38,1]
[1,24,25,27,31,34,6]
[6,11,13,21,35,39,2]
[4,10,22,29,35,41,1]
[5,6,16,32,36,42,0]
[5,9,10,21,26,36,2]
[6,7,8,24,35,36,4]
[1,6,10,16,17,28,4]
[4,8,11,31,34,39,7]
[3,6,10,16,24,39,9]
[5,15,21,30,37,38,1]
[1,24,25,27,31,34,6]
[6,11,13,21,35,39,2]
[4,10,22,29,35,41,1]
[5,6,16,32,36,42,0]
[5,9,10,21,26,36,2]
[6,7,8,24,35,36,4]
[1,6,10,16,17,28,4]
[4,8,11,31,34,39,7]
[3,6,10,16,24,39,9]
[5,15,21,30,37,38,1]
[1,24,25,27,31,34,6]
[6,11,13,21,35,39,2]
[4,10,22,29,35,41,1]
[5,6,16,32,36,42,0]
[5,9,10,21,26,36,2]
[6,7,8,24,35,36,4]
[1,6,10,16,17,28,4]
[4,8,11,31,34,39,7]
[3,6,10,16,24,39,9]
[5,15,21,30,37,38,1]
[1,24,25,27,31,34,6]
[6,11,13,21,35,39,2]
[4,10,22,29,35,41,1]
[5,6,16,32,36,42,0]
[5,9,10,21,26,36,2]
[6,7,8,24,35,36,4]
[1,6,10,16,17,28,4]
[4,8,11,31,34,39,7]
[3,6,10,16,24,39,9]
[5,15,21,30,37,38,1]
[1,24,25,27,31,34,6]
[6,11,13,21,35,39,2]
[4,10,22,29,35,41,1]
[5,6,16,32,36,42,0]
[5,9,10,21,26,36,2]
[6,7,8,24,35,36,4]
[1,6,10,16,17,28,4]
[4,8,11,31,34,39,7]
[3,6,10,16,24,39,9]
[5,15,21,30,37,38,1]
[1,24,25,27,31,34,6]
[6,11,13,21,35,39,2]
[4,10,22,29,35,41,1]
[5,6,16,32,36,42,0]
[5,9,10,21,26,36,2]
[6,7,8,24,35,36,4]
[1,6,10,16,17,28,4]
[4,8,11,31,34,39,7]
[3,6,10,16,24,39,9]
[5,15,21,30,37,38,1]
[1,24,25,27,31,34,6]
[6,11,13,21,35,39,2]
[4,10,22,29,35,41,1]
[5,6,16,32,36,42,0]
[5,9,10,21,26,36,2]
[6,7,8,24,35,36,4]
[1,6,10,16,17,28,4]
[4,8,11,31,34,39,7]
[3,6,10,16,24,39,9]
[5,15,21,30,37,38,1]
[1,24,25,27,31,34,6]
[6,11,13,21,35,39,2]
[4,10,22,29,35,41,1]
[5,6,16,32,36,42,0]
[5,9,10,21,26,36,2]
[6,7,8,24,35,36,4]
[1,6,10,16,17,28,4]
[4,8,11,31,34,39,7]
[3,6,10,16,24,39,9]
[5,15,21,30,37,38,1]
[1,24,25,27,31,34,6]
[6,11,13,21,35,39,2]
[4,10,22,29,35,41,1]
[5,6,16,32,36,42,0]
[5,9,10,21,26,36,2]
[6,7,8,24,35,36,4]
[1,6,10,16,17,28,4]
[4,8,11,31,34,39,7]
[3,6,10,16,24,39,9]
[5,15,21,30,37,38,1]
[1,24,25,27,31,34,6]
[6,11,13,21,35,39,2]
[4,10,22,29,35,41,1]
[5,6,16,32,36,42,0]
[5,9,10,21,26,36,2]
[6,7,8,24,35,36,4]
[1,6,10,16,17,28,4]
[4,8,11,31,34,39,7]
[3,6,10,16,24,39,9]
[5,15,21,30,37,38,1]
[1,24,25,27,31,34,6]
[4,6,14,19,30,40,2]
[13,15,20,31,35,36,6]
[7,18,20,25,29,42,2]
[10,12,16,17,24,38,9]
[1,5,10,19,24,42,7]
[3,7,11,13,17,35,2]
[8,10,20,21,22,41,2]
[2,4,6,9,11,29,3]
[3,12,23,28,40,42,7]
[10,13,16,26,35,39,6]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[12,14,24,30,34,42,0]
[11,12,21,28,39,40,0]
[1,22,27,33,41,42,0]
[10,15,25,29,32,33,1]
[2,3,7,21,28,34,5]
[5,20,22,24,27,36,9]
[1,5,6,10,23,29,0]
[1,17,23,26,32,37,3]
[1,3,25,37,38,39,5]
[1,7,13,16,18,40,8]
[20,24,26,27,35,41,0]
[3,6,8,24,33,37,7]
[8,14,15,28,30,42,0]
[1,5,14,18,32,38,6]
[7,24,27,29,33,38,3]
[1,19,20,30,34,38,5]
[2,7,11,22,25,38,9]
[8,16,24,29,34,42,3]
[3,6,16,18,28,35,8]
[1,3,9,10,12,39,9]
[1,9,17,21,39,40,5]
[10,25,26,27,28,29,9]
[5,8,11,20,32,39,0]
[16,18,27,28,37,39,4]
[19,22,23,35,37,41,6]
[1,2,12,20,27,37,4]
[10,13,14,27,30,38,7]
[7,9,13,18,21,36,8]
[2,6,7,22,35,39,6]
[6,8,11,22,29,32,6]
[4,7,9,10,35,38,9]
[2,3,18,30,33,42,5]
[2,5,11,13,19,20,1]
[12,13,14,24,31,40,9]
[12,14,17,24,27,42,7]
[2,7,9,13,30,32,8]
[13,14,16,17,24,26,8]
[11,19,22,23,33,38,7]
[6,15,17,30,38,39,7]
[6,21,23,29,30,40,2]
[3,4,5,19,21,28,6]
[3,17,23,31,34,39,6]
[5,20,33,35,39,42,4]
[7,8,13,29,35,41,3]
[8,16,19,22,31,32,1]
[5,14,15,18,23,24,0]
[10,17,29,35,36,42,8]
[1,9,10,26,35,39,8]
[15,20,26,30,33,41,9]
[2,12,18,24,36,41,9]
[2,12,15,20,21,33,4]
[12,18,19,25,33,35,1]
[1,4,5,10,24,28,1]
[2,3,10,34,35,40,2]
[12,16,22,27,30,37,3]
[6,9,16,25,36,37,2]
[5,7,8,31,37,42,2]
[9,10,26,29,33,41,8]
[6,10,12,17,24,37,5]
[15,17,25,30,31,41,7]
[1,5,9,27,34,36,7]
[4,6,27,31,36,37,9]
[2,11,20,30,34,37,8]
[3,5,11,16,19,22,7]
[15,17,23,31,32,36,8]
[5,17,22,26,30,40,3]
[5,9,15,18,22,23,9]
[2,5,9,12,15,29,2]
[14,16,21,29,35,36,2]
[2,7,10,17,18,40,3]
[3,4,7,12,16,19,0]
[1,3,16,19,34,37,0]
[3,8,17,21,35,40,2]
[1,6,10,17,20,28,6]
[14,15,17,18,26,29,6]
[1,5,8,11,31,34,7]
[7,20,26,29,31,32,2]
[7,9,11,12,21,42,9]
[1,7,23,25,31,41,6]
[11,12,17,30,32,40,6]
[11,29,30,31,34,35,1]
[6,16,18,19,20,38,5]
[5,13,20,22,35,38,7]
[3,5,11,13,28,34,1]
[5,6,16,17,20,41,9]
[3,8,14,19,20,39,2]
[7,17,23,32,40,42,1]
[6,7,29,33,34,40,3]
[2,6,7,14,30,35,7]
[2,10,20,26,30,41,4]
[5,10,17,20,25,38,8]
[6,10,15,21,25,30,6]
[8,17,32,38,41,42,1]
[4,5,6,17,32,42,9]
[2,6,15,16,30,35,7]
[5,8,17,22,37,40,4]
[1,2,7,8,26,39,0]
[1,2,5,28,31,37,1]
[5,9,27,33,35,36,2]
[9,23,25,34,38,41,3]
[1,9,15,27,30,35,1]
[1,10,12,32,33,42,8]
[6,11,14,28,34,37,6]
[24,26,29,30,39,41,3]
[8,9,20,33,35,36,4]
[14,16,19,31,33,34,6]
[4,25,26,28,39,41,4]
[27,32,33,34,35,36,2]
[3,13,17,18,27,34,6]
[3,5,6,10,28,31,3]
[10,11,21,27,30,39,4]
[2,3,17,20,24,40,4]
[4,10,18,27,38,40,9]
[12,16,22,39,40,42,4]
